ID;escolaridade;idade;luz;renda_pc;tratado;conjuge;tempo
574;2;21;1;255;0;1;0
584;2;21;1;255;0;1;0
579;1;21;1;304;0;1;0
580;2;21;1;320;0;1;0
562;1;21;1;340;0;1;0
2957;5;21;1;344;0;0;0
566;2;21;1;383;0;1;0
578;1;21;1;403;0;1;0
583;1;21;1;405;0;1;0
581;2;21;1;500;0;1;0
565;1;21;1;510;0;1;0
577;1;21;1;510;0;1;0
561;2;21;1;510;0;1;0
568;2;21;1;510;0;1;0
586;4;21;1;510;0;1;0
2958;7;21;1;800;0;0;0
2960;7;21;1;67;1;1;0
604;3;21;1;142;1;1;0
612;2;21;1;180;1;1;0
607;2;21;1;200;1;1;0
595;3;21;1;203;1;1;0
599;2;21;1;260;1;1;0
600;3;21;1;318;1;1;0
594;1;21;1;324;1;1;0
606;1;21;1;510;1;1;0
591;2;21;1;510;1;1;0
596;2;21;1;510;1;1;0
608;2;21;1;510;1;1;0
592;4;21;1;510;1;1;0
2959;6;21;1;610;1;1;0
2946;4;22;1;50;0;1;0
2945;6;22;1;100;0;1;0
2944;3;22;1;139;0;1;0
2947;7;22;1;153;0;1;0
2953;3;22;1;255;0;1;0
2942;6;22;1;300;0;1;0
2954;7;22;1;400;0;1;0
2943;2;22;1;429;0;1;0
2939;8;22;1;500;0;0;0
2938;4;22;1;525;0;0;0
2940;7;22;1;765;0;0;0
2941;5;22;1;2500;0;1;0
2949;4;22;1;125;1;1;0
2951;7;22;1;525;1;1;0
2950;5;22;1;567;1;1;0
2948;6;22;1;610;1;1;0
2952;7;22;1;610;1;1;0
2917;7;23;1;0;0;0;0
2921;4;23;1;15;0;1;0
2929;4;23;0;48;0;1;0
2922;7;23;1;75;0;1;0
333;1;23;1;85;0;1;0
327;2;23;1;92;0;1;0
2926;5;23;1;110;0;1;0
2927;7;23;1;125;0;1;0
2930;3;23;1;133;0;1;0
2924;7;23;1;167;0;1;0
326;1;23;0;170;0;1;0
335;2;23;1;170;0;1;0
336;2;23;1;170;0;1;0
2928;6;23;1;170;0;1;0
2937;7;23;1;170;0;0;0
2918;4;23;1;182;0;1;0
2919;2;23;1;183;0;1;0
331;1;23;0;189;0;1;0
337;2;23;1;255;0;0;0
2925;7;23;1;275;0;1;0
2936;7;23;1;300;0;0;0
2920;3;23;1;340;0;1;0
2923;7;23;1;360;0;1;0
324;2;23;1;453;0;0;0
362;2;23;1;510;0;1;0
370;2;23;1;570;0;1;0
379;2;23;1;570;0;1;0
365;2;23;1;600;0;1;0
376;1;23;1;673;0;1;0
368;1;23;1;777;0;1;0
364;2;23;1;800;0;1;0
363;1;23;1;828;0;1;0
366;2;23;1;1003;0;1;0
375;2;23;1;1103;0;1;0
374;2;23;1;4000;0;1;0
2931;5;23;1;0;1;1;0
347;2;23;1;100;1;1;0
2935;7;23;1;100;1;1;0
340;2;23;1;172;1;1;0
2933;7;23;1;255;1;1;0
356;1;23;1;340;1;0;0
386;2;23;1;340;1;1;0
392;2;23;1;340;1;1;0
339;2;23;1;365;1;0;0
343;1;23;1;370;1;0;0
345;2;23;1;383;1;0;0
391;2;23;1;408;1;1;0
384;1;23;1;510;1;1;0
355;2;23;1;510;1;0;0
387;2;23;1;510;1;1;0
2932;7;23;1;533;1;1;0
382;2;23;1;580;1;1;0
390;4;23;1;600;1;1;0
2934;7;23;1;900;1;1;0
2897;4;24;1;0;0;1;0
2903;7;24;1;0;0;1;0
2915;2;24;1;29;0;1;0
2900;4;24;1;125;0;1;0
2914;1;24;1;128;0;1;0
2901;2;24;1;128;0;1;0
2899;6;24;1;170;0;1;0
2898;7;24;0;300;0;1;0
2904;7;24;0;300;0;1;0
2916;5;24;1;320;0;1;0
93;2;24;1;340;0;1;0
2902;6;24;1;360;0;1;0
92;2;24;1;510;0;0;0
2913;3;24;1;510;0;0;0
2905;7;24;1;585;0;1;0
106;2;24;1;2000;0;1;0
2910;7;24;1;50;1;1;0
2907;4;24;1;100;1;1;0
87;2;24;1;128;1;0;0
2912;6;24;1;128;1;0;0
99;2;24;1;146;1;1;0
98;2;24;1;300;1;1;0
97;3;24;1;300;1;1;0
100;2;24;1;340;1;1;0
2906;7;24;1;343;1;0;0
2909;7;24;1;367;1;1;0
95;3;24;1;417;1;1;0
125;1;24;1;440;1;0;0
94;2;24;1;503;1;1;0
121;1;24;1;510;1;1;0
122;1;24;1;510;1;1;0
102;1;24;1;510;1;1;0
103;2;24;1;520;1;0;0
2908;4;24;1;610;1;1;0
123;2;24;1;755;1;1;0
2911;7;24;1;755;1;1;0
101;2;24;1;1020;1;0;0
96;2;24;1;1500;1;1;0
113;3;24;1;2475;1;1;0
6;1;25;1;0;0;1;0
2877;7;25;1;0;0;1;0
2871;5;25;1;50;0;1;0
2881;7;25;1;50;0;1;0
2892;7;25;1;50;0;1;0
2875;4;25;1;86;0;1;0
2893;5;25;1;89;0;1;0
2895;4;25;1;89;0;1;0
46;2;25;1;102;0;1;0
2896;6;25;1;120;0;1;0
2872;1;25;1;125;0;1;0
212;1;25;1;146;0;1;0
2873;3;25;1;150;0;1;0
2883;3;25;1;153;0;1;0
50;1;25;1;170;0;1;0
237;2;25;1;170;0;0;0
2868;7;25;1;179;0;1;0
219;3;25;1;200;0;1;0
2894;4;25;1;200;0;1;0
20;2;25;1;202;0;0;0
218;3;25;1;204;0;1;0
2890;4;25;1;204;0;0;0
2876;4;25;1;204;0;1;0
241;2;25;1;220;0;1;0
2879;5;25;1;220;0;1;0
3;1;25;1;224;0;1;0
2867;2;25;1;250;0;1;0
24;1;25;1;252;0;1;0
52;1;25;1;255;0;1;0
59;1;25;1;255;0;1;0
49;1;25;1;255;0;1;0
2889;2;25;1;255;0;0;0
234;2;25;1;255;0;1;0
242;2;25;1;255;0;1;0
210;2;25;1;255;0;1;0
2880;7;25;1;255;0;1;0
55;5;25;1;255;0;0;0
276;2;25;1;275;0;1;0
215;7;25;1;275;0;1;0
2878;3;25;1;328;0;1;0
2874;2;25;1;333;0;1;0
35;2;25;1;335;0;0;0
36;2;25;1;335;0;0;0
239;1;25;1;340;0;1;0
79;1;25;1;340;0;1;0
25;1;25;1;340;0;1;0
77;2;25;1;340;0;1;0
62;2;25;1;340;0;1;0
43;5;25;1;396;0;1;0
266;1;25;1;445;0;1;0
37;2;25;1;450;0;1;0
2870;7;25;1;470;0;1;0
57;1;25;1;473;0;1;0
45;1;25;1;473;0;1;0
19;1;25;1;480;0;0;0
273;1;25;1;490;0;1;0
209;2;25;1;500;0;0;0
78;1;25;1;510;0;0;0
23;1;25;1;510;0;0;0
7;1;25;1;510;0;0;0
271;1;25;1;510;0;1;0
277;1;25;1;510;0;1;0
236;1;25;1;510;0;1;0
238;1;25;1;510;0;1;0
240;1;25;1;510;0;1;0
63;1;25;1;510;0;1;0
51;1;25;1;510;0;1;0
42;1;25;1;510;0;1;0
44;1;25;1;510;0;1;0
26;1;25;1;510;0;1;0
61;2;25;1;510;0;0;0
58;2;25;1;510;0;0;0
30;2;25;1;510;0;0;0
31;2;25;1;510;0;0;0
2;2;25;1;510;0;0;0
265;2;25;1;510;0;1;0
278;2;25;1;510;0;1;0
235;2;25;1;510;0;1;0
56;2;25;1;510;0;1;0
48;2;25;1;510;0;1;0
32;2;25;1;510;0;1;0
18;2;25;1;510;0;1;0
2882;7;25;1;527;0;1;0
64;3;25;1;540;0;1;0
65;2;25;1;607;0;1;0
270;3;25;1;607;0;1;0
60;2;25;1;626;0;0;0
21;2;25;1;652;0;0;0
2869;3;25;1;825;0;0;0
274;1;25;1;855;0;1;0
10;2;25;1;935;0;1;0
2891;2;25;1;1000;0;1;0
5;1;25;1;1020;0;1;0
267;3;25;1;1140;0;1;0
254;2;25;1;0;1;1;0
86;2;25;1;0;1;1;0
2886;4;25;1;0;1;1;0
2884;2;25;1;75;1;1;0
233;1;25;1;91;1;1;0
38;1;25;1;107;1;1;0
54;2;25;1;117;1;0;0
255;2;25;1;128;1;0;0
85;1;25;1;146;1;1;0
2888;3;25;1;170;1;1;0
2887;6;25;1;200;1;1;0
13;1;25;1;204;1;1;0
12;1;25;1;228;1;1;0
261;2;25;1;250;1;1;0
220;1;25;1;255;1;1;0
27;1;25;1;255;1;1;0
16;1;25;1;255;1;1;0
251;2;25;1;255;1;1;0
84;2;25;1;255;1;1;0
8;2;25;1;255;1;1;0
221;3;25;1;255;1;1;0
290;2;25;1;258;1;1;0
229;1;25;1;278;1;0;0
1;2;25;1;280;1;1;0
14;1;25;1;300;1;1;0
249;5;25;1;300;1;1;0
291;5;25;1;306;1;1;0
293;2;25;1;336;1;1;0
253;1;25;1;340;1;1;0
263;1;25;1;340;1;1;0
22;1;25;1;340;1;1;0
243;2;25;1;340;1;1;0
47;2;25;1;340;1;1;0
223;3;25;1;340;1;1;0
41;3;25;1;340;1;1;0
2885;6;25;1;340;1;1;0
256;1;25;1;355;1;0;0
231;2;25;0;357;1;1;0
66;2;25;1;373;1;1;0
4;1;25;1;383;1;0;0
247;1;25;1;383;1;1;0
286;3;25;1;405;1;1;0
68;5;25;1;467;1;1;0
70;2;25;1;500;1;0;0
280;2;25;1;500;1;1;0
11;1;25;1;505;1;1;0
262;1;25;1;510;1;0;0
74;1;25;1;510;1;0;0
33;1;25;1;510;1;0;0
288;1;25;1;510;1;1;0
264;1;25;1;510;1;1;0
88;1;25;1;510;1;1;0
90;1;25;1;510;1;1;0
71;1;25;1;510;1;1;0
89;2;25;1;510;1;0;0
75;2;25;1;510;1;0;0
281;2;25;1;510;1;1;0
244;2;25;1;510;1;1;0
248;2;25;1;510;1;1;0
250;2;25;1;510;1;1;0
257;2;25;1;510;1;1;0
260;2;25;1;510;1;1;0
81;2;25;1;510;1;1;0
67;2;25;1;510;1;1;0
53;2;25;1;510;1;1;0
28;2;25;1;510;1;1;0
15;2;25;1;510;1;1;0
34;3;25;1;510;1;0;0
9;3;25;1;510;1;0;0
39;3;25;1;510;1;1;0
259;5;25;1;510;1;1;0
289;1;25;1;540;1;1;0
29;2;25;1;542;1;0;0
258;2;25;1;543;1;1;0
72;3;25;1;558;1;1;0
82;3;25;1;593;1;0;0
73;2;25;1;610;1;0;0
76;3;25;1;610;1;1;0
80;2;25;1;617;1;1;0
252;2;25;1;630;1;1;0
40;2;25;1;630;1;1;0
83;2;25;1;633;1;1;0
69;2;25;1;650;1;1;0
283;2;25;1;740;1;1;0
230;2;25;1;1020;1;0;0
91;2;25;1;1020;1;0;0
17;3;25;1;1510;1;1;0
245;2;25;1;1731;1;1;0
246;2;25;1;3255;1;1;0
521;1;26;1;0;0;1;0
2840;2;26;1;0;0;1;0
2844;2;26;1;0;0;1;0
2846;4;26;1;25;0;1;0
2854;3;26;1;33;0;1;0
2865;1;26;1;63;0;1;0
2853;3;26;1;85;0;1;0
2847;5;26;1;88;0;1;0
2851;4;26;1;93;0;1;0
2841;4;26;1;128;0;1;0
2842;4;26;1;128;0;1;0
2864;4;26;1;128;0;1;0
2845;3;26;1;135;0;1;0
513;1;26;0;170;0;1;0
2839;7;26;1;170;0;1;0
514;2;26;1;200;0;0;0
2849;4;26;1;233;0;1;0
2850;5;26;1;267;0;1;0
2843;4;26;1;333;0;1;0
2866;3;26;1;340;0;1;0
2852;4;26;1;350;0;1;0
2848;7;26;1;380;0;1;0
522;3;26;0;500;0;1;0
2838;7;26;1;500;0;1;0
588;3;26;1;541;0;1;0
576;3;26;1;633;0;1;0
573;2;26;1;650;0;1;0
587;2;26;1;750;0;1;0
582;3;26;1;770;0;1;0
541;2;26;1;0;1;1;0
545;2;26;1;0;1;1;0
535;2;26;1;50;1;1;0
2857;2;26;1;70;1;1;0
2856;3;26;0;82;1;1;0
2863;4;26;1;85;1;1;0
2862;2;26;1;125;1;1;0
537;1;26;1;137;1;0;0
2855;7;26;1;148;1;1;0
2858;4;26;1;200;1;1;0
538;2;26;1;204;1;0;0
2859;5;26;1;250;1;1;0
551;1;26;1;255;1;0;0
2861;4;26;1;255;1;1;0
540;2;26;0;267;1;1;0
605;2;26;1;300;1;1;0
542;1;26;1;340;1;0;0
2860;7;26;1;363;1;1;0
528;1;26;1;510;1;0;0
552;1;26;1;510;1;0;0
610;1;26;1;510;1;1;0
614;1;26;1;510;1;1;0
527;2;26;1;510;1;0;0
555;2;26;1;510;1;0;0
616;3;26;1;510;1;1;0
617;5;26;1;510;1;1;0
609;3;26;1;524;1;1;0
598;2;26;1;567;1;1;0
601;2;26;1;587;1;1;0
597;1;26;1;658;1;1;0
593;5;26;1;1300;1;1;0
615;8;26;1;2547;1;1;0
611;8;26;1;2750;1;1;0
603;2;26;1;4000;1;1;0
2812;6;27;1;19;0;1;0
176;1;27;1;40;0;1;0
2811;7;27;1;45;0;0;0
2813;2;27;1;53;0;1;0
2820;1;27;0;67;0;1;0
2834;2;27;1;100;0;1;0
2815;3;27;1;100;0;1;0
2822;2;27;1;122;0;1;0
2819;7;27;1;175;0;1;0
2818;4;27;1;176;0;1;0
2821;7;27;1;184;0;0;0
2837;1;27;1;200;0;1;0
2835;3;27;1;225;0;1;0
2809;2;27;1;233;0;1;0
2816;7;27;1;255;0;1;0
2817;7;27;1;267;0;1;0
2810;5;27;1;278;0;1;0
179;3;27;1;296;0;1;0
2814;7;27;0;300;0;1;0
2836;7;27;1;333;0;0;0
177;2;27;1;340;0;1;0
175;2;27;1;370;0;1;0
208;2;27;1;408;0;1;0
214;2;27;1;473;0;1;0
183;2;27;1;505;0;0;0
211;2;27;1;510;0;1;0
216;2;27;1;510;0;1;0
181;3;27;1;510;0;1;0
217;2;27;1;555;0;1;0
213;2;27;1;600;0;1;0
207;2;27;1;607;0;1;0
206;3;27;1;630;0;1;0
178;7;27;1;667;0;0;0
205;2;27;1;1340;0;1;0
2833;2;27;1;33;1;1;0
2827;2;27;1;38;1;1;0
201;2;27;1;100;1;0;0
2832;2;27;1;100;1;1;0
2828;7;27;1;100;1;1;0
204;1;27;1;102;1;0;0
2825;7;27;1;128;1;1;0
2823;5;27;1;153;1;1;0
2831;2;27;1;163;1;1;0
2826;7;27;1;180;1;1;0
2830;7;27;1;200;1;1;0
198;1;27;1;204;1;1;0
185;4;27;1;315;1;0;0
189;1;27;1;333;1;0;0
191;2;27;1;340;1;1;0
226;3;27;1;364;1;1;0
228;2;27;1;400;1;1;0
199;2;27;1;403;1;1;0
2829;7;27;1;425;1;1;0
2824;7;27;1;495;1;0;0
222;1;27;1;510;1;1;0
227;1;27;1;510;1;1;0
188;1;27;1;510;1;1;0
192;1;27;1;510;1;1;0
232;2;27;1;510;1;1;0
190;3;27;1;510;1;1;0
224;2;27;1;540;1;1;0
225;2;27;1;855;1;1;0
195;3;27;1;1625;1;0;0
2772;7;28;1;0;0;1;0
2808;1;28;1;17;0;1;0
2774;4;28;1;38;0;1;0
2773;2;28;1;50;0;1;0
2780;3;28;1;73;0;1;0
2776;4;28;1;100;0;1;0
2787;4;28;1;100;0;1;0
155;1;28;1;107;0;1;0
2782;2;28;1;108;0;1;0
369;1;28;1;113;0;1;0
2779;5;28;1;125;0;1;0
2785;6;28;1;125;0;1;0
2778;2;28;1;128;0;1;0
2781;2;28;1;130;0;1;0
2806;3;28;1;160;0;1;0
367;2;28;1;167;0;1;0
150;2;28;1;173;0;0;0
2775;7;28;1;180;0;0;0
371;1;28;1;204;0;0;0
2793;4;28;1;225;0;1;0
2770;2;28;1;240;0;1;0
2790;5;28;1;250;0;1;0
146;2;28;1;255;0;1;0
147;2;28;1;255;0;1;0
2791;4;28;1;255;0;1;0
372;2;28;1;267;0;1;0
2777;5;28;1;278;0;1;0
2807;2;28;1;300;0;0;0
2783;2;28;1;300;0;0;0
2786;4;28;1;300;0;1;0
2792;7;28;1;300;0;1;0
373;2;28;1;305;0;1;0
2789;3;28;1;305;0;1;0
2784;4;28;1;333;0;1;0
377;1;28;1;340;0;1;0
378;1;28;1;340;0;1;0
2771;2;28;1;400;0;1;0
153;2;28;1;407;0;0;0
151;2;28;1;500;0;1;0
409;1;28;1;510;0;1;0
2769;2;28;1;510;0;0;0
407;2;28;1;510;0;1;0
152;3;28;1;510;0;0;0
154;3;28;1;510;0;1;0
149;5;28;1;510;0;1;0
180;2;28;1;550;0;1;0
411;2;28;1;605;0;1;0
399;2;28;1;670;0;1;0
398;2;28;1;750;0;1;0
182;2;28;1;765;0;1;0
2788;5;28;1;1007;0;1;0
2800;7;28;1;0;1;1;0
2803;1;28;0;34;1;0;0
2799;2;28;1;45;1;1;0
2801;2;28;1;63;1;1;0
2805;2;28;0;87;1;1;0
2804;4;28;1;89;1;1;0
172;2;28;1;102;1;1;0
393;5;28;1;128;1;1;0
2802;4;28;1;135;1;1;0
2798;2;28;1;163;1;1;0
396;2;28;1;170;1;0;0
158;2;28;1;187;1;1;0
171;5;28;1;204;1;1;0
388;1;28;1;220;1;1;0
381;2;28;1;240;1;1;0
385;2;28;1;255;1;0;0
383;2;28;1;255;1;1;0
162;3;28;0;300;1;1;0
415;5;28;1;300;1;1;0
186;7;28;1;300;1;1;0
389;2;28;1;306;1;0;0
161;1;28;1;340;1;1;0
168;5;28;1;340;1;1;0
2794;2;28;1;373;1;0;0
164;2;28;1;505;1;0;0
395;1;28;0;510;1;0;0
2796;1;28;1;510;1;1;0
446;1;28;1;510;1;1;0
193;1;28;1;510;1;1;0
160;1;28;1;510;1;1;0
436;2;28;1;510;1;1;0
194;2;28;1;510;1;1;0
200;2;28;1;510;1;1;0
157;2;28;1;510;1;1;0
165;2;28;1;510;1;1;0
380;3;28;1;510;1;0;0
203;4;28;1;510;1;1;0
439;7;28;1;510;1;1;0
2795;7;28;1;533;1;0;0
419;2;28;1;582;1;1;0
197;3;28;1;628;1;1;0
184;2;28;1;655;1;1;0
2797;7;28;1;700;1;1;0
422;3;28;1;750;1;1;0
443;5;28;1;750;1;1;0
424;4;28;1;755;1;1;0
187;2;28;1;860;1;1;0
394;1;28;1;1020;1;0;0
196;2;28;1;1075;1;1;0
428;3;28;1;1100;1;1;0
159;2;28;1;2000;1;0;0
441;8;28;1;2350;1;1;0
202;8;28;1;2500;1;1;0
2730;7;29;1;30;0;1;0
2731;3;29;1;47;0;1;0
2744;2;29;1;50;0;1;0
2728;3;29;1;73;0;0;0
2736;4;29;1;83;0;1;0
2732;3;29;1;100;0;1;0
2768;4;29;1;127;0;1;0
2740;3;29;1;133;0;1;0
2743;3;29;1;150;0;1;0
2746;6;29;0;152;0;1;0
2735;3;29;1;167;0;1;0
2745;7;29;1;170;0;1;0
2742;4;29;1;220;0;1;0
2726;4;29;1;250;0;1;0
2729;7;29;1;255;0;0;0
2727;2;29;1;300;0;0;0
2741;4;29;1;300;0;1;0
2738;6;29;1;300;0;0;0
2737;7;29;1;300;0;1;0
2725;2;29;1;305;0;1;0
2734;2;29;1;306;0;1;0
2733;4;29;1;437;0;1;0
2747;3;29;1;510;0;0;0
2739;7;29;1;567;0;1;0
2752;3;29;1;23;1;1;0
2751;7;29;1;28;1;1;0
2763;2;29;1;30;1;1;0
2767;2;29;1;53;1;1;0
2761;2;29;1;75;1;1;0
2754;4;29;1;77;1;1;0
2759;4;29;1;88;1;0;0
2765;6;29;1;100;1;1;0
2760;2;29;1;102;1;1;0
2766;2;29;1;111;1;1;0
2757;2;29;1;132;1;1;0
2750;2;29;1;150;1;1;0
2764;4;29;1;167;1;1;0
2758;2;29;1;200;1;0;0
2755;2;29;1;300;1;1;0
2753;3;29;1;375;1;1;0
2756;7;29;1;400;1;1;0
2748;4;29;1;433;1;1;0
2749;7;29;1;500;1;1;0
2762;2;29;1;610;1;1;0
2710;2;30;1;0;0;1;0
2706;3;30;1;72;0;1;0
2701;2;30;1;167;0;1;0
2707;3;30;1;193;0;1;0
2702;1;30;1;250;0;1;0
2711;3;30;1;250;0;0;0
2708;7;30;1;250;0;1;0
2705;5;30;1;253;0;1;0
2699;3;30;1;255;0;1;0
2712;4;30;1;275;0;1;0
2703;2;30;1;300;0;1;0
2709;5;30;1;300;0;1;0
2704;5;30;1;340;0;1;0
457;2;30;1;426;0;1;0
469;1;30;1;433;0;1;0
2700;2;30;1;490;0;1;0
468;2;30;1;503;0;1;0
450;1;30;1;504;0;1;0
476;1;30;1;510;0;1;0
459;2;30;1;510;0;1;0
462;2;30;1;510;0;1;0
465;2;30;1;510;0;1;0
475;2;30;1;510;0;1;0
477;3;30;1;510;0;1;0
2698;7;30;1;510;0;0;0
461;2;30;1;607;0;1;0
451;3;30;1;630;0;1;0
454;7;30;1;750;0;1;0
449;2;30;1;837;0;1;0
2719;4;30;1;0;1;1;0
2718;2;30;1;125;1;1;0
2722;3;30;1;134;1;1;0
2715;3;30;1;200;1;1;0
2724;4;30;1;208;1;0;0
2714;3;30;1;270;1;1;0
2723;3;30;1;333;1;1;0
2717;7;30;1;355;1;1;0
482;2;30;1;493;1;1;0
481;2;30;1;498;1;1;0
490;3;30;1;500;1;1;0
499;1;30;1;510;1;1;0
484;2;30;1;510;1;1;0
491;2;30;1;510;1;1;0
494;2;30;1;510;1;1;0
501;3;30;1;510;1;1;0
500;7;30;1;510;1;1;0
442;5;30;0;510;1;0;0
488;5;30;1;550;1;1;0
495;2;30;1;600;1;1;0
489;5;30;1;600;1;1;0
2721;2;30;1;610;1;0;0
2716;4;30;1;610;1;0;0
2713;7;30;1;625;1;1;0
483;7;30;1;833;1;1;0
492;2;30;1;850;1;1;0
2720;8;30;1;1667;1;1;0
2695;1;31;1;0;0;1;0
2671;3;31;1;26;0;1;0
2660;3;31;1;37;0;0;0
2664;2;31;1;67;0;1;0
2674;2;31;1;83;0;0;0
2663;3;31;1;100;0;1;0
2666;7;31;0;100;0;0;0
2696;5;31;1;102;0;0;0
2668;3;31;0;107;0;1;0
2693;2;31;1;124;0;1;0
2697;2;31;1;128;0;1;0
2672;2;31;1;150;0;1;0
2662;4;31;1;150;0;1;0
2665;2;31;1;170;0;1;0
2675;3;31;1;200;0;1;0
2661;5;31;1;204;0;1;0
2673;7;31;1;233;0;1;0
2659;5;31;1;255;0;1;0
2676;1;31;1;267;0;1;0
2654;3;31;1;300;0;1;0
2657;3;31;1;300;0;1;0
2669;3;31;1;300;0;1;0
2667;8;31;1;333;0;1;0
2658;2;31;1;360;0;0;0
2677;2;31;1;367;0;1;0
2694;4;31;1;404;0;1;0
2655;4;31;1;510;0;0;0
2670;2;31;1;607;0;0;0
2656;7;31;1;755;0;1;0
2684;2;31;1;25;1;1;0
2690;2;31;1;28;1;1;0
2681;4;31;1;60;1;1;0
2682;3;31;1;63;1;1;0
2687;2;31;1;66;1;1;0
2688;3;31;1;75;1;1;0
2678;4;31;1;102;1;1;0
2679;2;31;1;113;1;0;0
2683;2;31;1;151;1;1;0
2692;3;31;1;197;1;1;0
2691;7;31;1;200;1;1;0
2686;2;31;1;237;1;1;0
2685;3;31;1;250;1;1;0
